0,33
1,36
2,30
3,63
4,85
5,57
6,59
7,51
8,73
9,32
10,55
11,33
12,44
13,59
14,52
15,53
16,28
17,59
18,34
19,77
20,48
21,61
22,62
23,41
24,36
25,45
26,51
27,35
28,48
29,40
30,50
31,75
32,39
33,73
34,48
35,41
36,34
37,42
38,52
39,73
40,44
41,53
42,70
43,35
44,62
45,34
46,30
47,48
48,59
49,19
50,50
51,28
52,36
53,42
54,68
55,47
56,16
57,39
58,39
59,38
60,34
61,68
62,58
63,43
64,57
65,37
66,32
67,45
68,72
69,48
70,72
71,60
72,47
73,44
74,66
75,23
76,37
77,46
78,76
79,59
80,38
81,52
82,52
83,34
84,46
85,46
86,56
87,53
88,60
89,60
90,36
91,42
92,57
93,48
94,63
95,58
96,55
97,78
98,32
99,45
,10
,42
,22
,30
,37
