0,52
1,27
2,27
3,40
4,30
5,33
6,38
7,36
8,32
9,23
10,33
11,24
12,34
13,35
14,15
15,35
16,32
17,24
18,23
19,30
20,21
21,32
22,22
23,32
24,35
25,28
26,25
27,41
28,40
29,34
30,20
31,41
32,46
33,28
34,37
35,21
36,29
37,20
38,30
39,39
40,33
41,40
42,20
43,20
44,37
45,36
46,32
47,16
48,34
49,27
50,35
51,35
52,28
53,26
54,35
55,42
56,30
57,30
58,31
59,19
60,17
61,21
62,34
63,30
64,27
65,30
66,24
67,25
68,33
69,19
70,36
71,17
72,28
73,18
74,33
75,42
76,21
77,26
78,37
79,22
80,21
81,31
82,33
83,28
84,21
85,21
86,26
87,43
88,27
89,27
90,19
91,31
92,33
93,35
94,18
95,26
96,46
97,22
98,36
99,38
0,30
1,42
2,36
3,30
4,31
5,43
6,34
7,27
8,33
9,34
10,37
11,37
12,20
13,35
14,27
15,35
16,16
17,33
18,28
19,21
20,27
21,33
22,26
23,24
24,17
25,52
26,35
27,26
28,41
29,31
30,42
31,30
32,28
33,38
34,44
35,25
36,44
37,31
38,26
39,25
40,46
41,31
42,30
43,31
44,5
45,29
46,26
47,28
48,25
49,32
50,23
51,36
52,32
53,37
54,31
55,36
56,52
57,27
58,30
59,21
60,19
61,29
62,20
63,36
64,44
65,43
66,36
67,34
68,30
69,38
70,34
71,34
72,20
73,35
74,36
75,23
76,39
77,26
78,34
79,29
80,35
81,33
82,25
83,17
84,18
85,40
86,33
87,23
88,27
89,32
90,34
91,25
92,25
93,27
94,32
95,35
96,25
97,21
98,42
99,51
